key;joiningdate;surname;forename;group;newsletter
GI-105186; 1992-01-27; Schiper; Zine; REDUCED; true
GI-108769; 1990-04-25; Chinin; Arun; EMERITUS; false
GI-100354; 1987-08-27; Bahr; Jongsuk; STUDENT; true
GI-104222; 1987-01-16; Luby; Jiann; FULL; true
GI-108630; 1991-10-28; Ranta; Duri; REDUCED; false
GI-107487; 1991-06-30; DuBourdieux; Koldo; STUDENT; true
GI-105154; 1998-02-03; Zizka; Geoffrey; EMERITUS; false
GI-105993; 1990-12-30; Lichtner; Takahira; REDUCED; false
GI-102563; 1996-08-11; Bonifati; Mechthild; STUDENT; false
GI-103268; 1985-07-24; Yetto; Gao; FULL; false
GI-108705; 1992-12-28; Rousseau; Dinah; REDUCED; false
GI-101757; 1986-08-08; Mitchem; Marjo; REDUCED; false
GI-106458; 1990-05-14; Porenta; Nitsan; FULL; true
GI-108265; 1995-07-24; Jayawardene; King; REDUCED; false
GI-105167; 1994-09-08; Hofman; Munir; FULL; true
GI-106004; 1987-04-09; Maginnis; Zhiwei; REDUCED; false
GI-103237; 1989-11-09; Baik; Masadi; FULL; false
GI-109382; 1985-02-26; Sury; Giri; EMERITUS; false
GI-108413; 1987-06-17; Tasistro; Sanjay; FULL; false
GI-106293; 1985-11-23; Alpin; Marko; STUDENT; true
GI-106151; 1988-07-04; Puppe; Sanjai; REDUCED; true
GI-105105; 1987-12-08; Papadias; Khedija; REDUCED; true
GI-107548; 1986-11-02; Chenney; Giri; FULL; true
GI-106992; 1993-09-05; Piazza; Subhada; FULL; true
GI-107647; 1986-09-05; Argence; Zhensheng; EMERITUS; false
GI-101799; 1997-03-05; Merkl; Moto; EMERITUS; true
GI-103251; 1993-11-20; Luck; Holgard; FULL; false
GI-102059; 1991-12-01; Leivant; Bouchung; REDUCED; false
GI-109298; 1986-04-14; Eiter; Jixiang; STUDENT; false
GI-103050; 1991-03-31; Rissland; Aleksandar; FULL; false
GI-101470; 1987-11-08; Byoun; Howell; REDUCED; false
GI-104831; 1989-03-28; Couchot; Yannis; FULL; true
GI-102821; 1990-07-15; Ramalingam; Elliott; REDUCED; false
GI-109478; 1985-04-26; Birdsall; Rildo; FULL; true
GI-107895; 1987-11-10; Azulay; Kankanahalli; EMERITUS; true
GI-106287; 1987-03-10; Munos; Aria; FULL; false
GI-103596; 1989-04-17; Cooke; Kensei; FULL; false
GI-106644; 1990-08-26; Trumbly; Remmert; FULL; true
GI-108007; 1988-09-20; Standera; Xiadong; FULL; true
GI-106000; 1991-03-17; Ellozy; Yunming; EMERITUS; false
GI-106439; 1985-07-23; Kadhim; Zhenbing; REDUCED; true
GI-105816; 1985-04-28; Khalid; Zdislav; EMERITUS; true
GI-100151; 1988-05-03; Panienski; Barun; FULL; false
GI-100570; 1986-10-16; Lanphier; Gil; STUDENT; true
GI-106347; 1987-08-07; Brattka; Charlene; REDUCED; false
GI-101820; 1992-03-23; Matheson; Khue; EMERITUS; true
GI-100048; 1987-02-08; Demri; Arunachalam; STUDENT; true
GI-101881; 1985-03-29; Kusakari; Udaiprakash; STUDENT; true
GI-101437; 1986-07-12; Heyers; Yongdong; EMERITUS; false
GI-105497; 1988-08-29; Rodier; Guoxiang; EMERITUS; true
GI-105368; 1985-08-22; Kranzdorf; Sanjai; EMERITUS; true
GI-105822; 1985-10-16; Peternell; Teruyuki; REDUCED; true
GI-102913; 1990-12-31; Aingworth; Supot; EMERITUS; true
GI-104999; 1987-06-05; Kuhnemann; Florian; FULL; true
GI-107019; 1988-06-21; Fiutem; Tran; EMERITUS; true
GI-102726; 1985-09-03; Senzako; Guther; STUDENT; true
GI-108911; 1986-12-16; Shanbhogue; Bezalel; EMERITUS; true
GI-104003; 1987-02-06; Erdmenger; Jacqueline; STUDENT; false
GI-104477; 1993-12-22; Peot; Yurij; EMERITUS; false
GI-108759; 1988-03-27; Swen; Bedir; EMERITUS; false
GI-109565; 1988-01-26; Berstel; Theron; EMERITUS; false
GI-107005; 1989-10-23; Scharstein; Abdelwaheb; EMERITUS; true
GI-106129; 1993-03-23; Stroustrup; Haldun; STUDENT; false
GI-109176; 1992-03-13; Aseltine; Nahum; STUDENT; true
GI-109733; 1985-08-13; Uhrik; Kinh; EMERITUS; true
GI-103825; 1990-05-29; Reghbati; Maya; EMERITUS; true
GI-107192; 1994-12-11; Wendorf; Toshimori; REDUCED; true
GI-101137; 1992-11-28; Douceur; Perla; FULL; true
GI-109227; 1997-06-24; Luby; Sven; EMERITUS; false
GI-102844; 1991-11-21; Gruenwald; Leon; REDUCED; true
GI-103743; 1987-09-11; Erman; Dannz; FULL; true
GI-108890; 1992-03-29; Sluis; Chuanyi; FULL; false
GI-106704; 1988-01-14; Maierhofer; Georgy; FULL; false
GI-103246; 1990-02-22; Bodoff; Abdelkader; EMERITUS; true
GI-103931; 1989-04-28; Czap; Goh; STUDENT; true
GI-109028; 1987-09-30; Puppo; Masanao; FULL; false
GI-100986; 1990-09-05; Dayang; Tommaso; REDUCED; true
GI-101678; 1988-06-13; Falck; Mohua; EMERITUS; false
GI-101311; 1987-03-29; Vesna; Sampalli; STUDENT; true
GI-106263; 1994-08-31; Levergood; Subbu; STUDENT; false
GI-100360; 1987-06-25; Chvatal; Kazuhiro; REDUCED; true
GI-108982; 1989-07-15; Kruskal; Shigehiro; FULL; false
GI-102428; 1985-08-10; Ratzlaff; Duke; FULL; true
GI-105939; 1993-12-04; Kavanagh; Hisao; REDUCED; false
GI-109851; 1985-12-16; Ginesta; Shichao; REDUCED; true
GI-100435; 1988-08-12; Kolinko; Jouko; FULL; false
GI-107969; 1986-10-13; Panangaden; Kaijung; FULL; false
GI-100437; 1992-02-05; Besancenot; Vasilis; FULL; false
GI-108739; 1990-05-29; Hiyoshi; Goetz; FULL; false
GI-109001; 1991-06-03; Tiemann; Persi; EMERITUS; true
GI-105321; 1986-08-08; Rodite; Heon; FULL; false
GI-106695; 1994-05-10; Ponthieu; Shem; FULL; true
GI-101244; 1985-10-15; Cangellaris; Emdad; FULL; true
GI-109522; 1988-10-08; Cyne; Nagui; FULL; true
GI-105983; 1994-06-23; Biros; Rosalyn; REDUCED; true
GI-106335; 1985-08-11; Kolinko; Lakshmi; REDUCED; false
GI-107728; 1987-06-24; Bodoff; Roque; STUDENT; false
GI-100736; 1985-07-06; Tanemo; Chanjung; EMERITUS; true
GI-109204; 1993-09-29; Schade; Ingemar; STUDENT; false
GI-102963; 1993-06-02; Gladwell; Tokuyasu; STUDENT; true
GI-107620; 1990-08-25; Rosar; Josyula; REDUCED; true
GI-105521; 1986-03-04; Benner; Yaghout; EMERITUS; false
GI-106057; 1996-03-05; Benveniste; Insup; FULL; false
GI-102903; 1992-09-13; Staylopatis; Vishv; REDUCED; true
GI-109119; 1988-11-04; Jiang; Phule; EMERITUS; true
GI-102087; 1986-05-26; Stentiford; Ronghao; REDUCED; false
GI-107393; 1991-11-12; Jakobus; Zito; FULL; true
GI-108524; 1998-03-21; Ramamoorthy; Kiam; STUDENT; false
GI-109536; 1985-08-25; Marzano; Sadegh; EMERITUS; true
GI-101583; 1988-07-08; Tiemann; Gererd; STUDENT; false
GI-104425; 1994-03-20; Bazzichi; Rosella; EMERITUS; false
GI-102023; 1995-02-02; Terwilliger; Charmane; FULL; true
GI-101083; 1989-07-28; Kalloufi; Zeydy; FULL; false
GI-105517; 1985-09-09; Plotkin; Guadalupe; EMERITUS; true
GI-107733; 1986-06-09; Itzigehl; Sudhanshu; EMERITUS; true
GI-104759; 1989-05-06; Axelband; Alenka; EMERITUS; false
GI-108087; 1989-12-12; Rodite; Koldo; FULL; false
GI-107297; 1985-11-16; Nishimukai; Fayez; REDUCED; true
GI-104558; 1988-02-06; Demizu; Sergi; FULL; false
GI-100283; 1989-04-10; Morton; Paul; REDUCED; true
GI-108334; 1986-11-30; Schapire; Matk; STUDENT; true
GI-100275; 1986-12-26; Binding; Haldun; FULL; true
GI-108487; 1999-01-22; Mukaidono; Mayumi; FULL; false
GI-103918; 1986-05-30; Nooteboom; Jaewon; STUDENT; false
GI-106810; 1988-02-27; Karnin; Licheng; EMERITUS; true
GI-105239; 1988-01-31; Rande; Pramod; EMERITUS; false
GI-107101; 1995-01-27; Lenart; Gill; REDUCED; true
GI-104582; 1988-05-02; Sudkamp; Cordelia; FULL; false
GI-106344; 1991-06-28; Azevdeo; Arun; REDUCED; false
GI-104724; 1987-03-28; Sudkamp; Aleksandar; EMERITUS; true
GI-102374; 1988-02-06; Krybus; Behnaam; REDUCED; true
GI-107244; 1989-08-04; Ranum; Chiranjit; FULL; false
GI-101034; 1991-06-29; Malinowski; Shaz; STUDENT; false
GI-105064; 1985-02-09; Plotkin; Luisa; STUDENT; true
GI-109107; 1986-10-29; Delgrande; Mircea; EMERITUS; false
GI-104030; 1999-09-30; Biran; Juichirou; EMERITUS; true
GI-106302; 1993-12-10; Pusterhofer; Dinkar; REDUCED; true
GI-102436; 1991-11-23; Schlenzig; Oddvar; REDUCED; false
GI-108451; 1990-07-04; Bahi; Mandell; REDUCED; true
GI-109552; 1986-04-06; Docker; Manohar; FULL; false
GI-106272; 1994-05-17; Unno; Parke; REDUCED; false
GI-109737; 1993-09-18; Eugenio; Billur; STUDENT; true
GI-107402; 1993-02-17; Ramsay; Kokou; EMERITUS; true
GI-107602; 1986-04-07; Bernatsky; Rosita; STUDENT; true
GI-102064; 1988-04-19; Schnelling; Elliott; STUDENT; true
GI-109440; 1993-06-25; Mikschl; Roddy; REDUCED; false
GI-105909; 1988-10-05; Kambil; Barton; REDUCED; false
GI-107605; 1990-06-04; Swab; Mario; FULL; false
GI-107678; 1997-08-06; Lodder; Nigel; FULL; false
GI-102116; 1994-08-23; Vecchi; Baoqiu; FULL; true
GI-104919; 1993-12-06; Babb; Valeska; REDUCED; false
GI-108662; 1999-11-06; Merey; JoAnne; FULL; false
GI-105929; 1988-09-04; Grospietsch; Yongdong; REDUCED; false
GI-105347; 1990-10-18; Vecchi; Srinidhi; EMERITUS; false
GI-109702; 1993-09-26; Demian; Yuqun; EMERITUS; false
GI-107473; 1999-06-05; Luca; Uta; REDUCED; false
GI-107671; 1994-02-08; Engberts; Abdulah; FULL; true
GI-106104; 1990-09-11; Schicker; Maria; EMERITUS; true
GI-104484; 1994-10-14; Antonakopoulos; Jouko; EMERITUS; true
GI-103339; 1987-07-20; Homond; Bodh; EMERITUS; true
GI-101400; 1993-06-20; Noriega; Geoffry; FULL; false
GI-106300; 1992-09-18; Levasseur; Kish; EMERITUS; true
GI-101435; 1994-11-06; Menhoudj; Oksana; FULL; true
GI-109881; 1988-11-27; Kowalchuk; Chriss; FULL; true
GI-106895; 1994-06-20; Brookner; Youssef; FULL; false
GI-104117; 1991-06-08; Terkki; Holgard; REDUCED; false
GI-106905; 1990-12-05; Mungall; Sasan; FULL; false
GI-104086; 1992-01-26; Lennert; Hyuckchul; EMERITUS; true
GI-101124; 1985-02-15; Redmiles; Annemarie; EMERITUS; false
GI-108581; 1990-07-27; Serot; Qingxiang; EMERITUS; false
GI-108905; 1993-08-31; Falco; Sanjeeva; REDUCED; true
GI-106765; 1987-07-23; Willoner; Marsja; FULL; true
GI-107792; 1991-10-15; Makrucki; Stevo; EMERITUS; true
GI-103725; 1987-05-04; Murillo; Yannik; FULL; false
GI-106083; 1987-08-16; Zultner; Katsuyuki; EMERITUS; false
GI-109750; 1991-11-13; Bonifati; Basil; STUDENT; false
GI-107228; 1985-04-26; Perna; Mack; EMERITUS; false
GI-108722; 1986-11-17; Jarecki; Shawna; FULL; false
GI-101080; 1987-01-05; Vickson; Simone; STUDENT; true
GI-109286; 1993-04-14; Schlegelmilch; Vasilis; FULL; true
GI-108838; 1989-03-03; Ambroszkiewicz; Ferdinand; REDUCED; true
GI-102200; 1986-02-10; Hainaut; Oscal; FULL; false
GI-101052; 1985-02-15; Zwicker; Tsvetan; FULL; true
GI-109346; 1989-11-12; Lenart; Uri; REDUCED; true
GI-103125; 1998-01-26; Casperson; Saddek; REDUCED; true
GI-101388; 1986-04-07; Khasidashvili; Masako; FULL; false
GI-109837; 1993-02-06; Iisaka; Pragnesh; STUDENT; true
GI-107068; 1986-01-03; Katiyar; Masamitsu; FULL; false
GI-101666; 1988-05-17; Fujisaki; Eckart; REDUCED; true
GI-104406; 1993-03-19; Leaver; Jinpo; FULL; true
GI-100870; 1996-06-13; Onuegbe; Krister; FULL; false
GI-102791; 1987-12-18; Perl; Barry; FULL; false
GI-109645; 1990-02-07; Zhiwei; Shuho; FULL; true
GI-103774; 1996-02-24; Simkin; Heather; FULL; true
GI-100299; 1994-09-11; Bernardinello; Xumin; EMERITUS; false
GI-103739; 1992-05-07; Yamaashi; Franziska; STUDENT; false
GI-109904; 1985-08-13; Adachi; Yechezkel; EMERITUS; false
GI-101599; 1985-02-26; Demke; Jaques; REDUCED; false
GI-102416; 1988-03-15; Larfeldt; Mototsugu; FULL; true
GI-106852; 1986-08-08; Ferriere; Xiong; REDUCED; false
GI-105899; 1989-11-04; Vakili; Zhilian; FULL; true
GI-101074; 1985-09-29; Goldhammer; Moto; EMERITUS; false
GI-101595; 1988-11-14; Shokrollahi; Ger; FULL; true
GI-108306; 1989-06-06; Sudkamp; Kristian; EMERITUS; true
GI-103112; 1986-06-24; Wilfing; Caolyn; EMERITUS; true
GI-108194; 1986-11-30; Luft; Tzvetan; FULL; true
GI-109043; 1991-07-03; Beausoleil; Aruna; REDUCED; false
GI-105258; 1987-04-12; McAlpine; Amalendu; FULL; true
GI-103685; 1987-02-19; Kalsbeek; Hongzhu; REDUCED; true
GI-108221; 1987-05-24; Gips; Suebskul; EMERITUS; false
GI-103512; 1997-07-19; Hertweck; Chenye; EMERITUS; false
GI-102021; 1992-04-06; Bahi; Toshimori; STUDENT; true
GI-102011; 1988-10-04; Yeung; Theirry; EMERITUS; true
GI-102609; 1990-11-16; Chenney; Ferdinand; STUDENT; false
GI-108435; 1992-11-03; Baaleh; Duke; STUDENT; true
GI-102434; 1987-11-29; Kaminger; Somnath; REDUCED; true
GI-107201; 1989-11-25; Bahi; Adin; EMERITUS; true
GI-109349; 1989-05-01; Ossenbruggen; Utz; EMERITUS; true
GI-100387; 1988-08-17; Denny; Fay; FULL; true
GI-108945; 1992-01-21; Himler; Lech; FULL; true
GI-103750; 1991-09-26; Otillio; Minghong; REDUCED; true
GI-101520; 1992-09-11; Giveon; Souichi; FULL; false
GI-102230; 1997-05-01; Merro; Kristen; EMERITUS; true
GI-100792; 1986-03-03; Frijda; Gil; FULL; false
GI-103766; 1995-08-19; Radwan; Kinh; FULL; true
GI-102580; 1992-03-18; Herbst; Billur; FULL; false
GI-105432; 1989-04-20; Provine; Rance; EMERITUS; false
GI-106108; 1990-12-11; Baar; Deborah; FULL; false
GI-109533; 1992-11-03; Pews; Kerryn; FULL; false
GI-101239; 1985-04-12; Simkin; Pohua; EMERITUS; true
GI-104179; 1986-04-22; Juneja; Sumali; STUDENT; false
GI-103203; 1992-02-21; Hartvigsen; Xiaoqiang; FULL; true
GI-103244; 1986-06-23; Swick; Yaghout; EMERITUS; true
GI-106554; 1985-05-05; Morrin; Alassane; REDUCED; true
GI-103409; 1993-05-24; Sadowsky; Masoud; EMERITUS; true
GI-105770; 1986-04-07; Luby; Jeane; REDUCED; true
GI-104629; 1989-05-11; Setia; Kwangsub; REDUCED; false
GI-102442; 1990-04-21; Lieberherr; Pranav; STUDENT; true
GI-100233; 1989-11-09; Chinen; Halsur; REDUCED; true
GI-101912; 1987-02-13; Kobuchi; Yuichiro; STUDENT; false
GI-109620; 1994-09-10; Bratsberg; Erzsebet; FULL; true
GI-106398; 1987-08-04; Harbusch; Roddy; EMERITUS; false
GI-104020; 1986-04-16; Zeleznik; Shuho; FULL; false
GI-107942; 1997-03-24; Peris; Katsuo; FULL; false
GI-100392; 1998-07-12; Schade; Sumant; FULL; true
GI-109767; 1986-03-28; Bahk; Bezalel; EMERITUS; true
GI-102063; 1987-08-23; Kuzuoka; Nobuyoshi; REDUCED; true
GI-106413; 1992-12-18; Schusler; Pantung; STUDENT; true
GI-102187; 1991-05-10; Duclos; Bojan; FULL; true
GI-100631; 1985-02-14; Stille; Prasassam; EMERITUS; true
GI-102659; 1988-04-11; Azuma; Baoqiu; REDUCED; true
GI-104493; 1986-02-25; Wendorf; Shaw; STUDENT; false
GI-100297; 1987-12-06; Klerer; Shugo; FULL; false
GI-106623; 1986-01-06; Simkin; Florina; FULL; false
GI-103154; 1986-05-10; Birch; Chenyi; STUDENT; true
GI-102072; 1987-05-09; Gargeya; Danil; FULL; false
GI-103428; 1989-04-29; Salinas; Otilia; EMERITUS; false
GI-100523; 1990-09-08; Yetto; Moon; REDUCED; true
GI-109192; 1992-10-08; Barvinok; Souichi; REDUCED; false
GI-101456; 1991-05-18; Nitto; Mechthild; STUDENT; true
GI-109433; 1985-08-26; Bazelow; Duri; EMERITUS; true
GI-102124; 1989-11-15; Herbst; Yifei; FULL; true
GI-105216; 1985-02-08; Pocchiola; Nathalie; REDUCED; false
GI-107863; 1988-03-31; Henders; Nikolaus; EMERITUS; true
GI-107788; 1989-10-27; Hinsberger; Mingsen; EMERITUS; false
GI-106428; 1994-10-01; Speckmann; Shaowei; FULL; true
GI-100555; 1990-12-06; Engelmann; Kinh; STUDENT; true
GI-101674; 1986-05-04; Nastansky; Shan; FULL; false
GI-103538; 1987-04-18; Ossenbruggen; Arumugam; FULL; false
GI-105930; 1992-05-16; Brizzi; Kwangho; REDUCED; true
GI-102404; 1986-01-05; Birrer; Miomir; EMERITUS; false
GI-106187; 1996-03-03; Kadhim; Ingmar; FULL; false
GI-101431; 1995-06-22; Frolund; Jaewoo; FULL; true
GI-108899; 1997-08-22; Lipner; Toshimori; EMERITUS; false
GI-108615; 1988-11-09; Zyda; Paddy; FULL; true
GI-105428; 1988-06-01; Iwayama; Peternela; EMERITUS; false
GI-101477; 1994-07-12; Piazza; Bangqing; FULL; true
GI-106332; 1988-01-14; Provine; Ronnie; EMERITUS; true
GI-107337; 1987-04-17; Alvarado; Feiyu; EMERITUS; false
GI-101911; 1986-09-10; Farris; Kerryn; REDUCED; true
GI-103933; 1986-02-03; Erie; Baoqiu; STUDENT; false
GI-104017; 1990-06-10; Rosenbaum; Constantijn; FULL; true
GI-103901; 1996-04-11; Flasterstein; Isamu; EMERITUS; false
GI-104323; 1989-01-10; Blokdijk; Zijian; STUDENT; false
GI-100262; 1991-08-25; Michaels; Udo; STUDENT; true
GI-101020; 1988-08-15; Berstel; Sanjai; REDUCED; false
GI-104194; 1996-12-28; Erie; Falguni; STUDENT; false
GI-103285; 1990-02-20; Peyn; Adin; REDUCED; true
GI-106868; 1989-08-10; Khalid; Aran; FULL; true
GI-101358; 1991-05-04; Steenbeek; Mohamadou; REDUCED; true
GI-107025; 1989-07-22; Jullig; Makato; EMERITUS; false
GI-100834; 1986-12-09; Barriga; Temple; REDUCED; false
GI-101847; 1990-01-04; Bain; Changho; STUDENT; true
GI-101139; 1989-05-03; Ramsay; Guoxiang; FULL; false
GI-106723; 1988-06-03; Hainaut; Duke; STUDENT; false
GI-106016; 1996-03-08; Roison; Yongdong; FULL; true
GI-100153; 1985-06-23; Mondadori; Nectarios; FULL; false
GI-106729; 1990-12-28; Serdy; Herbert; FULL; false
GI-106091; 1992-08-05; Bakhtari; Nikolaus; EMERITUS; false
GI-109688; 1987-11-28; Schiettecatte; Kiyomitsu; FULL; true
GI-101967; 1993-03-21; Schapire; Joey; REDUCED; true
GI-103140; 1994-11-11; Narlikar; Howell; FULL; true
GI-108081; 1999-04-01; Pauthner; Candido; REDUCED; true
GI-100198; 1986-07-11; Lorcy; Nagui; FULL; false
GI-104458; 1992-12-11; Sidje; Berto; FULL; true
GI-106894; 1987-04-06; Debuse; Eckart; FULL; false
GI-106637; 1998-04-05; dAstous; Chrisa; FULL; true
GI-109765; 1990-08-04; Katzenelson; Martine; EMERITUS; false
GI-106239; 1990-03-21; Brizzi; Prodip; REDUCED; true
GI-103577; 1989-06-08; Reeker; Mariusz; FULL; false
GI-105469; 1987-09-01; Ravishankar; Shir; STUDENT; true
GI-102030; 1987-10-16; Jansen; Foong; FULL; true
GI-107850; 1989-07-10; Linnainmaa; Francoise; FULL; true
GI-103044; 1985-11-09; Farris; JoAnne; STUDENT; false
GI-101302; 1992-10-31; Brender; Takahito; EMERITUS; false
GI-102511; 1992-07-27; Muhling; Jinpo; FULL; true
GI-109989; 1996-03-24; Kaiser; Hironoby; REDUCED; true
GI-101662; 1988-10-18; Bennis; Chaitali; REDUCED; false
GI-100154; 1985-02-13; Schreiber; Diederik; REDUCED; false
GI-102309; 1989-09-03; Morrow; Shih; REDUCED; true
GI-107383; 1989-03-10; Hofstetter; Ulf; STUDENT; true
GI-106162; 1988-10-10; Munoz; Laurentiu; REDUCED; false
GI-109562; 1991-01-21; Muhling; Huican; EMERITUS; false
GI-104921; 1985-05-23; Gulik; Gift; FULL; true
GI-107429; 1986-05-08; Thisen; Jianhao; EMERITUS; false
GI-101247; 1987-11-11; Itzfeldt; Bluma; FULL; false
GI-108579; 1991-04-16; Neimat; Shiv; EMERITUS; true
GI-106464; 1996-04-19; Baba; Zissis; STUDENT; true
GI-108486; 1987-09-20; Iisaka; Kokou; FULL; true
GI-102475; 1992-01-20; Tramer; Patricio; REDUCED; false
GI-102532; 1987-06-29; Dayana; Munehiro; FULL; true
GI-101180; 1986-05-12; Peha; Gill; FULL; false
GI-104694; 1985-08-03; Denna; Tokuyasu; FULL; true
GI-100553; 1985-02-03; Diderrich; Golgen; STUDENT; true
GI-109590; 1987-11-19; Garrabrants; Chinhyun; FULL; true
GI-101386; 1992-09-27; Gelosh; Mong; FULL; false
GI-105423; 1992-01-01; Birch; Wilmer; FULL; true
GI-105166; 1989-05-20; Reeker; Zhonghua; STUDENT; false
GI-100277; 1990-09-14; Kobara; Marsal; REDUCED; false
GI-107560; 1985-09-04; Swiss; Guiseppe; REDUCED; true
GI-102247; 1996-03-30; Pouyioutas; Maik; STUDENT; true
GI-103862; 1992-02-06; Bahi; Mostafa; FULL; true
GI-100004; 1988-09-17; Fendler; Kazuhiko; FULL; false
GI-103397; 1989-03-25; Mahnke; Guenter; FULL; true
GI-108226; 1985-11-24; Stafford; Tristan; STUDENT; false
GI-105859; 1991-01-16; Vecchi; Heeju; FULL; true
GI-104717; 1991-03-14; Spinelli; Elrique; REDUCED; false
GI-102261; 1994-07-22; Hettesheimer; Tiina; REDUCED; true
GI-103873; 1990-07-27; Vakili; Kwangyoen; EMERITUS; false
GI-103858; 1989-10-29; Quadeer; Irena; STUDENT; false
GI-108256; 1985-06-12; Claffy; Geoffrey; EMERITUS; true
GI-100984; 1985-06-10; Serra; Heejo; STUDENT; false
GI-105413; 1991-12-13; Lorcy; Hongzue; EMERITUS; true
GI-106631; 1986-05-19; Makinen; Leszek; REDUCED; false
GI-109093; 1985-06-20; Kawashima; Maia; FULL; true
GI-103456; 1992-10-21; Merle; Jianhua; EMERITUS; false
GI-107386; 1994-05-15; Hebden; Michaela; FULL; false
GI-104482; 1986-07-29; Braunschweig; Eckart; REDUCED; true
GI-106276; 1990-03-22; Suermann; Navin; FULL; true
GI-109039; 1993-04-03; Rabejac; Deborah; FULL; true
GI-104362; 1990-11-09; Ginneken; Moon; REDUCED; true
GI-102028; 1994-07-18; Sichman; Zhigen; REDUCED; true
GI-104428; 1987-05-16; Anido; Tiina; FULL; false
GI-100126; 1995-09-12; Rajala; Jouni; EMERITUS; false
GI-102677; 1986-10-28; Atchley; Uri; FULL; false
GI-107696; 1991-12-01; Verhoeff; Dmitri; FULL; true
GI-100761; 1988-10-01; Legleitner; Tetsushi; FULL; false
GI-106645; 1990-07-13; Laventhal; Gererd; REDUCED; false
GI-108185; 1993-10-24; Tchuente; Gil; REDUCED; false
GI-101768; 1989-01-11; Homond; Genevieve; FULL; false
GI-105486; 1990-06-25; Cusworth; Makato; STUDENT; false
GI-105955; 1991-04-24; Narahara; Lenore; FULL; true
GI-105000; 1985-11-28; Melski; Hatem; FULL; false
GI-100802; 1992-07-12; Litzkow; Gaetan; STUDENT; true
GI-105005; 1990-01-03; Desikan; Alper; EMERITUS; true
GI-100518; 1990-12-23; Chleq; Angus; STUDENT; true
GI-109345; 1993-09-16; Glinert; Keiichiro; EMERITUS; true
GI-102971; 1992-04-04; Syrotiuk; Achilleas; REDUCED; false
GI-103093; 1994-03-24; Orlowska; Marek; EMERITUS; true
GI-107232; 1987-05-12; Bottner; Weijing; FULL; false
GI-107149; 1987-12-13; Tiemann; Aimee; FULL; true
GI-108351; 1998-03-24; Prochazka; Mizuhito; REDUCED; true
GI-108652; 1991-08-25; Slobodova; Honesty; REDUCED; false
GI-108940; 1987-12-06; Riexinger; Cheong; EMERITUS; false
GI-102413; 1990-05-21; Rodier; Jeong; FULL; true
GI-106565; 1986-08-22; Koblick; Shaibal; EMERITUS; false
GI-103975; 1989-02-16; Angelopoulos; Zijian; EMERITUS; true
GI-108852; 1991-11-24; Foong; Kersti; EMERITUS; true
GI-104775; 1991-09-09; Rando; Gretta; FULL; true
GI-104713; 1985-05-27; Daescu; Kellyn; EMERITUS; true
GI-100934; 1989-05-17; Dehkordi; Marko; FULL; false
GI-108197; 1990-08-12; Asser; Adin; EMERITUS; true
GI-104552; 1987-08-05; Siksek; Manton; EMERITUS; true
GI-101169; 1992-10-21; Kakkad; Bernardo; REDUCED; false
GI-103821; 1986-06-24; Marquardt; Claudi; REDUCED; false
GI-105065; 1993-10-16; Kemmerer; Alair; FULL; false
GI-105169; 1989-03-13; Rotem; Phillip; EMERITUS; true
GI-109503; 1991-10-22; Tempesti; Domenick; FULL; true
GI-102889; 1994-01-29; Otillio; Stamatina; REDUCED; true
GI-101725; 1990-04-28; Crooks; Pradeep; EMERITUS; true
GI-102385; 1987-03-14; Magliocco; Iara; FULL; false
GI-105609; 1995-09-29; Kavvadias; Ung; FULL; false
GI-106364; 1988-02-28; Rullman; Miquel; EMERITUS; false
GI-104780; 1986-02-23; Pena; Baocai; EMERITUS; false
