key;joiningdate;surename;forename;group
GI-108186; 1995-07-26; Rikino; Yinghua; EMERITUS; false
GI-113652; 1986-03-25; Plavsic; Anoosh; REDUCED; false
GI-102133; 1989-12-14; Matteis; Rance; EMERITUS; true
GI-116157; 1994-12-11; DiGiano; Gudjon; EMERITUS; false
GI-108783; 1994-09-27; Azulay; Tran; STUDENT; false
GI-120882; 1997-08-06; Luke; Guiseppe; FULL; false
GI-131426; 1988-04-29; Rubsam; Subhrajyoti; STUDENT; false
GI-126970; 1990-04-16; Sigstam; Takahiro; EMERITUS; true
GI-123878; 1986-05-31; Bugrara; Bouchung; STUDENT; false
GI-103083; 1988-04-20; Velasco; Katsuyuki; REDUCED; false
GI-129002; 1993-06-24; Shackel; Tran; FULL; true
GI-133274; 1994-03-13; Gimbel; Mizuhito; REDUCED; true
GI-103324; 1987-08-28; Schwartzburd; Roddy; REDUCED; true
GI-102212; 1986-11-18; Karlin; Gretta; FULL; false
GI-112892; 1988-11-10; Lalonde; Jamaludin; REDUCED; false
GI-131667; 1988-09-25; Ghandeharizadeh; Bogdan; EMERITUS; false
GI-104291; 1990-02-18; Rissland; Ottavia; REDUCED; true
GI-134581; 1986-04-08; Harnett; Domenick; REDUCED; false
GI-100713; 1990-06-10; Rosenbaum; Constantijn; FULL; true
GI-124708; 1990-12-22; Luef; Sven; FULL; false
GI-120540; 1985-08-25; Marzano; Sadegh; EMERITUS; true
GI-101809; 1991-02-10; Vesna; Marl; FULL; false
GI-103211; 1988-09-25; Strandh; Duangkaew; FULL; false
GI-132368; 1988-06-17; Thiria; Sadegh; FULL; true
GI-139876; 1992-06-12; Grabner; Danae; FULL; false
GI-101629; 1993-02-24; Huttel; Djenana; REDUCED; true
GI-131124; 1991-06-24; Gini; Hyuckchul; EMERITUS; true
GI-132933; 1986-03-12; Baezner; Arunachalam; STUDENT; true
GI-123320; 1992-04-06; Brobst; Sampalli; EMERITUS; false
GI-102208; 1995-12-31; Ghemri; Anwar; FULL; false
GI-104724; 1987-01-29; Zeidenstein; Shiv; REDUCED; false
GI-116072; 1986-04-14; Wynblatt; Insup; REDUCED; false
GI-111639; 1987-11-14; Sudkamp; Bodh; REDUCED; true
GI-125045; 1987-08-25; Lammel; Moti; EMERITUS; false
GI-116818; 1997-05-21; Hettesheimer; Patricio; EMERITUS; true
GI-114115; 1989-03-31; Ozery; Stamatina; FULL; false
GI-121756; 1991-06-26; McAlpine; Lenny; STUDENT; true
GI-132772; 1985-10-14; Garigliano; Reuven; FULL; true
GI-111794; 1986-10-01; Sinitsyn; Moto; REDUCED; false
GI-122616; 1992-12-08; Eppinger; Jiong; REDUCED; false
GI-116647; 1989-12-01; Otillio; Waiman; STUDENT; true
GI-102007; 1988-08-30; Takanami; Duke; FULL; true
GI-121016; 1985-08-08; Riefers; Serif; STUDENT; true
GI-103264; 1988-12-31; Broomell; Kirk; STUDENT; true
GI-137897; 1986-05-12; Roison; Yongmin; EMERITUS; true
GI-109305; 1989-03-05; Hanratty; Kamakshi; EMERITUS; true
GI-105401; 1995-11-10; Biron; Subir; EMERITUS; false
GI-115828; 1987-05-02; Ghandeharizadeh; Atreye; FULL; false
GI-114243; 1989-11-17; Scallan; Gurbir; EMERITUS; true
GI-138310; 1986-07-15; Snedden; Maya; REDUCED; true
GI-116310; 1986-03-08; Peha; Moni; EMERITUS; true
GI-105745; 1992-04-05; Sridhar; Krisda; FULL; true
GI-135964; 1986-06-06; Baak; Shridhar; FULL; true
GI-121451; 1990-09-12; Kenevan; Falguni; FULL; true
GI-118556; 1993-04-14; Kobuchi; Clyde; FULL; false
GI-102863; 1991-04-25; Compeau; Yongqiao; FULL; false
GI-121682; 1988-08-30; Thambidurai; Chenxi; EMERITUS; false
GI-125457; 1995-02-08; Kuzuoka; Evgueni; FULL; false
GI-124735; 1986-01-28; Levasseur; Owen; STUDENT; true
GI-124990; 1990-04-17; Oberman; Doowon; STUDENT; true
GI-111626; 1990-10-23; Kornatzky; Theirry; FULL; true
GI-137877; 1985-05-15; Fordan; Candida; FULL; true
GI-102264; 1990-04-23; Cools; Dzung; FULL; true
GI-123244; 1992-01-22; Rabehasaina; Pramod; EMERITUS; true
GI-126263; 1990-10-24; Guenter; Marco; STUDENT; true
GI-120217; 1990-06-29; Marquardt; Jacqueline; FULL; true
GI-105148; 1986-12-16; Chartres; Subir; REDUCED; false
GI-113988; 1989-12-08; Iisaka; Gao; FULL; true
GI-111726; 1987-03-24; Crabtree; Irena; REDUCED; false
GI-117367; 1990-09-14; Horswill; LiMin; FULL; true
GI-115958; 1986-06-30; Restivo; Takahito; EMERITUS; false
GI-110592; 1993-06-20; Noriega; Geoffry; FULL; false
GI-101442; 1990-08-01; Gunderson; Luise; STUDENT; true
GI-132651; 1985-04-26; Gente; Ramalingam; FULL; true
GI-106010; 1992-04-04; Vecchio; Sudharsan; EMERITUS; true
GI-133152; 1988-02-22; Ushiama; Tonny; EMERITUS; false
GI-119021; 1989-02-20; Juneja; Georg; FULL; true
GI-136520; 1988-12-21; Liedekerke; Shaunak; EMERITUS; false
GI-117979; 1989-05-31; Farrag; Giordano; REDUCED; false
GI-121857; 1985-10-30; Hofmeyr; Arve; STUDENT; true
GI-128087; 1985-05-27; Noriega; Dmitri; EMERITUS; false
GI-105259; 1992-04-21; Plessier; Susumu; FULL; true
GI-107968; 1991-12-27; Sudbeck; Tetsushi; EMERITUS; false
GI-106163; 1987-04-16; Janocha; Moty; REDUCED; false
GI-111100; 1986-04-18; Luks; Zhiguo; FULL; true
GI-103010; 1990-03-02; Azuma; Mona; FULL; true
GI-109459; 1993-10-16; Kroha; Alselm; REDUCED; true
GI-106853; 1991-03-26; Gips; Ewing; FULL; false
GI-101212; 1998-06-23; Siprelle; Torsten; STUDENT; true
GI-124402; 1998-02-18; Klyachko; Valeska; FULL; false
GI-119453; 1987-12-11; Ducloy; Gian; FULL; false
GI-132719; 1986-10-09; Raczkowsky; Hatem; EMERITUS; false
GI-115953; 1987-05-01; DasSarma; Marco; STUDENT; true
GI-137199; 1991-11-12; Peron; Yagil; STUDENT; false
GI-129433; 1989-10-08; Glowinski; Aamer; FULL; false
GI-132056; 1994-07-14; Pintelas; Yongqiao; EMERITUS; true
GI-132126; 1992-05-02; Ranai; Zhonghui; FULL; true
GI-123402; 1991-10-30; Zaumen; Kinh; STUDENT; false
GI-134240; 1986-04-03; Thimonier; Arch; REDUCED; true
GI-119818; 1992-07-28; Sanella; Jovan; FULL; false
GI-127285; 1989-11-06; Hofstetter; Moti; FULL; true
GI-110068; 1991-09-13; Kavanagh; Bogdan; FULL; false
GI-120088; 1987-02-18; Herath; Khatoun; FULL; false
GI-110506; 1989-04-28; Czap; Goh; STUDENT; true
GI-139985; 1985-09-16; Ouhyoung; Chaitali; REDUCED; true
GI-131281; 1993-05-16; Collette; Shan; EMERITUS; true
GI-108021; 1986-10-25; Sluis; Uri; REDUCED; true
GI-122487; 1992-06-25; Rosenbaum; Alair; FULL; true
GI-118668; 1986-07-24; Tagansky; Zhaofang; FULL; true
GI-114968; 1985-05-31; Ramaiah; Itzchak; REDUCED; true
GI-106994; 1988-08-10; Poulakidas; Rosella; FULL; false
GI-113206; 1986-03-27; Radivojevic; Kerhong; REDUCED; false
GI-119558; 1992-08-14; Basart; Chinhyun; EMERITUS; false
GI-139192; 1991-11-02; Bala; Gonzalo; FULL; true
GI-129063; 1996-11-14; Mapelli; Susumu; FULL; true
GI-119743; 1988-02-20; Bale; Uta; REDUCED; true
GI-125650; 1992-09-04; Perez; Basil; STUDENT; true
GI-120328; 1992-02-23; Impagliazzo; Tonny; STUDENT; true
GI-108605; 1993-12-02; Mateescu; Zine; EMERITUS; false
GI-135909; 1990-01-17; Roccetti; Luigi; FULL; false
GI-105633; 1985-02-18; Nyrup; Chikara; STUDENT; true
GI-122152; 1993-11-16; Rando; Maha; FULL; true
GI-134486; 1995-09-09; Milicia; Serge; STUDENT; false
GI-127283; 1989-06-30; Zockler; Subhash; STUDENT; true
GI-125852; 1986-07-18; Ibel; Paddy; STUDENT; false
GI-126836; 1986-12-05; Akazan; Oksana; REDUCED; true
GI-138974; 1986-08-26; Tiemann; Tesuro; FULL; false
GI-112159; 1988-03-21; Masand; Ishfaq; REDUCED; true
GI-117389; 1988-01-04; Bultermann; Djelloul; FULL; true
GI-117354; 1993-05-15; Ranta; Tomofumi; EMERITUS; false
GI-111729; 1987-10-09; Manderick; Ziyad; EMERITUS; true
GI-128206; 1988-01-11; Yavatkar; Mori; STUDENT; true
GI-130624; 1990-02-07; Zhiwei; Shuho; FULL; true
GI-109864; 1997-07-07; Stanger; Ida; FULL; true
GI-129772; 1991-11-04; Bouloucos; Marla; EMERITUS; false
GI-135978; 1989-09-27; Coney; Gunilla; FULL; false
GI-109358; 1986-01-15; Pettey; Alois; EMERITUS; true
GI-118919; 1989-01-22; Stentiford; Rildo; FULL; false
GI-122650; 1990-04-04; Smeets; Fai; EMERITUS; false
GI-121379; 1988-09-25; Gniady; Subhankar; FULL; true
GI-122076; 1990-10-26; Rosen; Ronnie; REDUCED; true
GI-112415; 1992-10-26; Spelt; Kazuhira; FULL; false
GI-123584; 1990-08-07; Cronin; Martien; REDUCED; true
GI-125942; 1990-02-01; Bernini; Brendon; FULL; false
GI-123995; 1990-07-05; Baaz; Jixiang; EMERITUS; false
GI-123534; 1988-07-18; Gulik; Rachel; FULL; false
GI-117670; 1992-08-03; Facello; Billur; FULL; true
GI-105810; 1994-02-28; Bultermann; Basant; STUDENT; false
GI-129744; 1987-01-05; Krychniak; Siddarth; REDUCED; false
GI-137910; 1988-01-05; Wixon; Marin; FULL; true
GI-130430; 1989-06-06; Pettis; Honglan; EMERITUS; false
GI-118834; 1986-01-15; Fujisaki; Karlis; FULL; true
GI-100956; 1985-03-24; Manderick; Geoffrey; FULL; true
GI-126765; 1989-03-12; Mapelli; Sverrir; EMERITUS; true
GI-111112; 1988-10-17; Jakobus; Filipe; EMERITUS; true
GI-138829; 1986-11-11; Peroz; Parviz; STUDENT; true
GI-123072; 1989-02-27; Kaminger; Zissis; EMERITUS; true
GI-133134; 1994-12-21; Cardazo; Kristin; STUDENT; false
GI-124818; 1992-04-25; Kusakari; Jouni; STUDENT; true
GI-102827; 1985-09-20; Levasseur; Yolla; EMERITUS; false
GI-135532; 1988-12-01; Mullainathan; Steen; FULL; false
GI-133013; 1985-12-12; Kroll; Zhenhua; EMERITUS; false
GI-117014; 1987-12-07; Rijsenbrij; Qingxiang; EMERITUS; false
GI-135421; 1989-08-18; Kamble; Mokhtar; STUDENT; true
GI-108016; 1990-11-27; Gecsei; Zhongwei; FULL; false
GI-134786; 1990-11-10; Veeraraghavan; Marit; FULL; true
GI-131585; 1997-11-25; Baik; Amabile; REDUCED; true
GI-139365; 1994-06-03; Veccia; Jaana; STUDENT; false
GI-123650; 1993-09-08; Krone; Itzchak; REDUCED; false
GI-115710; 1996-02-16; Thibadeau; Sushant; EMERITUS; true
GI-130453; 1987-12-08; Papadias; Khedija; REDUCED; true
GI-139658; 1986-07-31; Luca; Hugh; FULL; false
GI-110890; 1987-03-31; Zockler; Vishv; EMERITUS; false
GI-122530; 1990-01-29; Dahlbom; Isamu; FULL; false
GI-113723; 1991-09-11; Bala; Aris; EMERITUS; false
GI-134179; 1991-04-10; Mundy; Kagan; REDUCED; false
GI-116579; 1987-06-24; Montemayor; Maria; FULL; false
GI-131689; 1985-08-24; Ghandeharizadeh; Deborah; EMERITUS; true
GI-134578; 1995-10-26; Kisuki; Beshir; FULL; true
GI-108383; 1986-11-25; Demizu; Lakshmi; EMERITUS; false
GI-103833; 1990-12-18; Honglei; Stafford; STUDENT; true
GI-138781; 1985-08-24; Setlzner; Masato; EMERITUS; false
GI-116173; 1985-06-12; Gecseg; Hirochika; EMERITUS; false
GI-128485; 1988-09-19; Cardazo; Boguslaw; FULL; false
GI-100339; 1991-12-15; Menhoudj; Xuejia; FULL; true
GI-121745; 1986-01-05; Wilfing; Barna; EMERITUS; true
GI-114995; 1993-02-14; Meriste; Weiyi; FULL; true
GI-127738; 1988-09-23; Mitsuhashi; Tse; FULL; true
GI-107735; 1990-08-23; Standera; Xiahua; EMERITUS; true
GI-132613; 1994-12-08; Eppinger; Chuanyi; REDUCED; false
GI-116008; 1991-06-17; Waschkowski; Sanjit; FULL; false
GI-116137; 1989-03-08; Boreale; Udaiprakash; REDUCED; false
GI-119214; 1986-12-19; Birdsall; Kenroku; FULL; false
GI-108601; 1995-03-08; Azumi; Uinam; REDUCED; false
GI-113017; 1988-03-16; Ballarin; Supot; STUDENT; false
GI-110868; 1988-02-23; Ravishankar; Arve; FULL; false
GI-125900; 1989-11-03; Gimarc; Florina; EMERITUS; false
GI-127868; 1997-03-03; Koshino; Randy; STUDENT; false
GI-128062; 1990-10-06; Turnbull; Christoper; EMERITUS; true
GI-137301; 1986-06-24; Bala; Troy; EMERITUS; true
GI-116790; 1985-02-24; Yoshimura; Vitaly; REDUCED; false
GI-139423; 1994-01-10; Puoti; Mostafa; REDUCED; true
GI-134128; 1986-11-21; Giveon; Garnik; REDUCED; false
GI-129767; 1987-09-19; Iisaku; Harngdar; REDUCED; true
GI-112392; 1985-07-09; Frijda; Siddarth; EMERITUS; true
GI-137224; 1986-11-03; Kavanagh; Flemming; STUDENT; true
GI-127469; 1986-12-05; Marciano; Shooichi; FULL; false
GI-123449; 1996-12-25; Conte; Dayanand; REDUCED; true
GI-121644; 1990-01-08; Bisiani; Chikako; FULL; false
GI-115851; 1989-06-23; Ranka; Adhemar; EMERITUS; true
GI-105759; 1996-10-12; Emmart; Huei; EMERITUS; true
GI-111739; 1991-10-13; Bratsberg; JoAnne; FULL; true
GI-107842; 1990-11-19; Varman; Patricio; FULL; false
GI-126338; 1986-01-16; Apsitis; Christfried; REDUCED; true
GI-120797; 1991-12-01; Verhoeff; Dmitri; FULL; true
GI-137829; 1985-05-06; Juneja; Guoxiang; EMERITUS; true
GI-116328; 1985-12-14; Vandervoorde; Gou; STUDENT; false
GI-108503; 1988-02-04; Bodoff; Christoper; EMERITUS; true
GI-115721; 1995-09-26; Ermel; Goncalo; EMERITUS; true
GI-106108; 1992-12-23; Esposito; Ohad; FULL; true
GI-105298; 1986-03-26; Heuter; Takushi; FULL; true
GI-115263; 1987-03-22; Encarnacion; Jeferson; FULL; true
GI-115699; 1997-07-18; Rosca; Sandeepan; FULL; false
GI-138712; 1996-06-08; Otillio; Kwangho; REDUCED; true
GI-110272; 1986-09-24; Zuberek; Kwangyoen; FULL; true
GI-101989; 1987-02-21; Kakkad; Vugranam; FULL; false
GI-111616; 1988-11-19; Belinskaya; Kerryn; FULL; true
GI-118210; 1985-02-06; Xiaoshan; Sajjad; FULL; true
GI-110727; 1996-03-08; Roison; Yongdong; FULL; true
GI-129200; 1985-10-20; Terkki; Eberhardt; FULL; false
GI-116668; 1994-05-23; Sommen; Xiaocheng; EMERITUS; true
GI-139049; 1986-04-19; Melichar; Kiyokazu; REDUCED; false
GI-136760; 1986-05-17; Rosiles; Morrie; FULL; true
GI-123494; 1987-05-18; Famili; Abdulah; FULL; false
GI-105062; 1988-07-30; Trelles; Zhiwei; REDUCED; false
GI-124489; 1987-06-26; Gonthier; Akeno; FULL; false
GI-117426; 1990-07-09; Yetim; Horward; FULL; true
GI-113189; 1985-08-12; Heyers; Akeel; EMERITUS; true
GI-130401; 1988-09-04; Bodoff; Muneo; FULL; false
GI-135520; 1990-04-12; Schlegelmilch; Randy; EMERITUS; true
GI-127119; 1993-11-08; Ratnakar; Arra; FULL; true
GI-125903; 1987-11-08; Molenkamp; Naftali; EMERITUS; false
GI-103971; 1993-01-31; Esposito; Akeel; REDUCED; true
GI-106215; 1985-09-27; Demir; Hauke; FULL; false
GI-137959; 1996-03-05; Acton; Brigham; EMERITUS; false
GI-114241; 1988-01-22; Denna; Cristinel; FULL; true
GI-130493; 1989-10-23; Scharstein; Abdelwaheb; EMERITUS; true
GI-119473; 1992-12-11; Chelton; Lene; STUDENT; false
GI-122158; 1989-04-01; Lund; Remzi; REDUCED; true
GI-112751; 1992-04-17; Makinen; Lidong; STUDENT; true
GI-128286; 1987-08-06; Kaiserswerth; Arnd; REDUCED; false
GI-106261; 1986-10-27; Basagni; Arco; REDUCED; false
GI-100069; 1989-09-19; Marsiglia; Yongmao; FULL; true
GI-133797; 1990-04-08; Staelin; Arra; REDUCED; true
GI-134815; 1992-04-30; Peha; Shunichi; REDUCED; true
GI-136484; 1985-11-17; Herber; Along; FULL; false
GI-139122; 1992-05-05; Comellas; Yuichiro; REDUCED; true
GI-137428; 1988-01-29; Taubenfeld; Tonny; FULL; true
GI-131644; 1990-01-08; Bisiani; Chikako; FULL; false
GI-120215; 1992-12-20; Imataki; Khatoun; EMERITUS; false
GI-100220; 1990-10-15; Schwartzbauer; Vincent; EMERITUS; true
GI-129560; 1992-06-09; Ushiama; Maik; STUDENT; false
GI-105139; 1987-01-21; Chachaty; Adin; REDUCED; false
GI-119543; 1988-04-30; Stellhorn; Steen; FULL; true
GI-124368; 1988-10-16; Covnot; Garnik; REDUCED; false
GI-129630; 1988-03-10; Yoshizawa; Khosrow; EMERITUS; false
GI-122587; 1990-07-16; Kampfer; Maik; FULL; false
GI-127567; 1991-09-09; Hiroyama; Pranas; EMERITUS; true
GI-114643; 1995-01-09; Lalonde; Sugwoo; FULL; false
GI-125234; 1989-06-16; Lalonde; Yuichiro; STUDENT; true
GI-101987; 1987-05-18; Orsini; Jaroslava; FULL; true
GI-114570; 1985-02-02; Kemmerer; Taiji; FULL; true
GI-110930; 1991-08-19; Farrow; Reinhold; FULL; false
GI-128769; 1986-01-27; Ghemri; Shaw; FULL; true
GI-109029; 1993-07-10; Pintelas; Raimond; FULL; true
GI-102955; 1986-02-28; Eiter; Godehard; REDUCED; false
GI-107169; 1987-08-29; Chepyzhov; Lorien; EMERITUS; true
GI-114222; 1991-10-06; Kilgore; Guangming; EMERITUS; false
GI-112597; 1988-10-17; Selenyi; Xiong; FULL; true
GI-132451; 1989-04-10; Byoun; Premsyl; FULL; false
GI-138565; 1988-01-18; Ozeri; Lunjin; EMERITUS; true
GI-118590; 1986-10-23; Sigstam; Italo; STUDENT; true
GI-132350; 1992-02-04; Vuskovic; Kirk; EMERITUS; true
GI-115492; 1996-06-21; Itzfeldt; Urs; FULL; false
GI-113218; 1996-02-01; Marakhovsky; Cordelia; FULL; true
GI-138392; 1986-03-15; Perez; Kiyomitsu; STUDENT; true
GI-139654; 1994-04-01; Selvestrel; Siddarth; EMERITUS; true
GI-129135; 1986-12-30; Ramras; Jiong; STUDENT; true
GI-137935; 1994-07-04; Ravishankar; Kamakshi; EMERITUS; true
GI-104516; 1989-01-13; Sethi; Chinho; FULL; false
GI-119859; 1987-08-04; Kopetz; Fumitaka; FULL; true
GI-103405; 1986-12-28; Prenel; Ult; EMERITUS; true
GI-116305; 1985-06-22; Poupard; Huan; REDUCED; false
GI-120471; 1991-03-17; Ellozy; Yunming; EMERITUS; false
GI-123701; 1995-03-01; Perl; Heon; FULL; true
GI-135042; 1996-08-11; Marshall; Richard; REDUCED; true
GI-124516; 1989-01-13; Sethi; Chinho; FULL; false
GI-125709; 1995-12-19; Ponthieu; Shounak; STUDENT; true
GI-101160; 1990-04-09; Pfau; Elvis; REDUCED; true
GI-137217; 1988-10-04; Pusterhofer; Shunichi; EMERITUS; true
GI-118587; 1993-03-03; Krogh; Mani; STUDENT; true
GI-112061; 1993-10-21; Beerel; Paraskevi; REDUCED; false
GI-119660; 1989-03-14; Narahari; Uta; REDUCED; false
GI-125052; 1994-05-18; Mayerwieser; Kiyomitsu; EMERITUS; true
GI-101481; 1991-01-25; Ruemmler; Yechezkel; FULL; true
GI-129515; 1987-10-08; Navazio; Ashish; FULL; false
GI-100917; 1988-06-04; Terlouw; Amalendu; REDUCED; false
GI-116199; 1989-03-06; Plessier; Chanjung; EMERITUS; false
GI-101617; 1998-11-12; Waymire; Guther; FULL; false
GI-135177; 1994-08-22; Legleitner; Aran; EMERITUS; false
GI-132859; 1989-11-28; Kirkerud; Ioana; EMERITUS; false
GI-136375; 1992-01-09; Loncour; Sanjeeva; REDUCED; true
GI-104836; 1989-11-25; Wissmann; Aimee; REDUCED; true
GI-109627; 1991-04-13; Mandelberg; Freyja; EMERITUS; true
GI-107572; 1991-10-22; Dietrichnava; Isamu; FULL; false
GI-100704; 1995-06-22; Frolund; Jaewoo; FULL; true
GI-118132; 1997-04-26; Heijenga; Hongzue; FULL; false
GI-133458; 1986-06-30; Murthy; Yucai; REDUCED; false
GI-118793; 1989-09-10; Lamparter; Percy; REDUCED; false
GI-132473; 1988-05-17; Macedo; Miyeon; STUDENT; true
GI-137756; 1988-09-28; Esteva; Yinlin; FULL; false
GI-110718; 1996-12-28; Erie; Falguni; STUDENT; false
GI-109717; 1987-09-08; Rissanen; Paddy; FULL; true
GI-106109; 1987-09-17; Waymire; Khun; STUDENT; false
GI-128358; 1988-10-04; Marletta; Steen; STUDENT; true
GI-120925; 1987-04-19; Stafford; Vivian; STUDENT; true
GI-118063; 1986-02-20; Eickenmeyer; Goo; REDUCED; false
GI-114400; 1988-07-28; Flasterstein; Moss; FULL; true
GI-128452; 1988-03-10; Srimani; Yurii; FULL; true
GI-132519; 1986-01-04; Cromarty; Udo; STUDENT; true
GI-113693; 1986-12-10; Silva; Eirik; FULL; false
GI-133130; 1985-12-01; Hertweck; Adas; EMERITUS; false
GI-128887; 1986-04-13; Fordan; Tadahiro; REDUCED; false
GI-118914; 1992-02-17; Stasinski; Fumitaka; REDUCED; true
GI-103758; 1993-03-30; DuCasse; Shir; EMERITUS; false
GI-131815; 1989-05-07; Zschoche; Morris; EMERITUS; true
GI-104593; 1999-02-22; Strandh; Parviz; FULL; false
GI-101899; 1987-08-29; Speer; Barun; FULL; true
GI-129071; 1989-06-03; Koshiba; Mohammed; STUDENT; false
GI-130198; 1989-10-13; Luca; Honglan; FULL; true
GI-110311; 1987-12-12; Birsak; Yinghua; REDUCED; true
GI-100121; 1992-11-10; Sanella; Quingbo; FULL; true
GI-115008; 1993-04-17; Karner; Tuval; REDUCED; false
GI-139529; 1986-12-18; Luga; Nakhoon; REDUCED; true
GI-131684; 1992-05-16; Lanteri; Sasan; FULL; true
GI-126667; 1987-06-26; Henders; Ghassan; FULL; true
GI-108811; 1990-06-27; Krybus; Lokesh; STUDENT; false
GI-126631; 1986-03-27; Schrooten; Sanjeeva; FULL; false
GI-137210; 1986-09-01; Etalle; Phuoc; REDUCED; true
GI-102126; 1992-05-02; Ranai; Zhonghui; FULL; true
GI-112252; 1985-08-15; Constantine; Xiadong; EMERITUS; false
GI-101934; 1986-08-31; Eugenio; Corinna; EMERITUS; true
GI-124710; 1986-11-28; Perri; Elliott; EMERITUS; true
GI-139234; 1985-07-06; Thibadeau; Olivera; STUDENT; true
GI-108554; 1991-07-28; Ohori; Yucel; REDUCED; false
GI-109517; 1988-02-05; Morton; Huican; EMERITUS; false
GI-116798; 1990-04-08; Baar; Willard; EMERITUS; true
GI-118671; 1985-11-28; Gulak; Saeko; EMERITUS; false
GI-130808; 1993-09-16; Glinert; Keiichiro; EMERITUS; true
GI-133174; 1993-05-21; Reutenauer; Irena; EMERITUS; false
GI-111257; 1991-09-17; Shimshoni; Pascal; FULL; true
GI-122661; 1995-11-25; Lorho; Xiaoqiu; EMERITUS; false
GI-134760; 1985-08-07; Boissier; Stein; STUDENT; true
GI-122525; 1988-11-09; Tramer; Adib; EMERITUS; true
GI-127654; 1991-07-30; Vadhan; Isamu; FULL; true
GI-133819; 1988-04-10; Kandlur; Unal; FULL; true
GI-127918; 1994-06-19; Vidya; Mariangiola; FULL; false
GI-119048; 1992-05-12; Beidas; Frazer; FULL; true
GI-103377; 1989-10-29; Picci; Sachem; REDUCED; true
GI-111275; 1991-06-03; McFarlin; Sadun; FULL; false
GI-121289; 1985-12-31; Orlowski; Godehard; FULL; false
GI-118991; 1989-03-01; Sankaranarayanan; Rafols; FULL; false
GI-130208; 1992-04-19; Ozeri; Martina; STUDENT; false
GI-101012; 1991-09-02; Peroz; Gil; EMERITUS; false
GI-139401; 1987-03-03; Fraisse; Kasturi; FULL; true
GI-111549; 1995-02-05; Manderick; Augustine; EMERITUS; false
GI-128401; 1989-05-26; Haraldson; Kazuhiro; FULL; false
GI-132963; 1997-11-03; Lanzelotte; Mayumi; FULL; true
GI-137832; 1991-06-10; Prenel; Srinidhi; STUDENT; false
GI-102347; 1992-12-23; Pezzoli; Yuguang; FULL; false
GI-124776; 1988-08-02; Comyn; Gad; EMERITUS; false
GI-105429; 1988-07-14; Vickson; Yuguang; FULL; true
GI-128023; 1985-07-05; Thebaut; Fai; EMERITUS; true
GI-132802; 1991-01-11; Ghemri; Padma; REDUCED; true
GI-133057; 1990-09-11; Haldar; Rasikan; EMERITUS; false
GI-138150; 1985-11-19; Schusler; Zeydy; EMERITUS; false
GI-118262; 1991-03-05; Rabehasaina; Rayond; FULL; true
GI-133863; 1990-04-07; Brizzi; Susanna; FULL; false
GI-102491; 1990-02-06; Bashian; Herbert; FULL; false
GI-107469; 1986-12-05; Marciano; Shooichi; FULL; false
GI-102035; 1989-02-02; Zaumen; Keiichiro; FULL; false
GI-123351; 1992-11-24; Auyong; Shichao; EMERITUS; true
GI-134038; 1989-12-03; Zockler; Shay; STUDENT; true
GI-119433; 1989-10-08; Glowinski; Aamer; FULL; false
GI-107974; 1985-08-02; Miyakawa; Eishiro; FULL; true
GI-114163; 1991-04-09; Iivonen; Arvind; EMERITUS; false
GI-129128; 1985-12-24; Homond; Bogdan; STUDENT; true
GI-121983; 1990-09-18; Rousseau; Yongdong; FULL; true
GI-103339; 1990-07-19; Msuda; Annemarie; REDUCED; true
GI-120762; 1987-06-29; Dayana; Munehiro; FULL; true
GI-105334; 1985-07-17; Herath; Bikash; REDUCED; false
GI-102542; 1987-03-19; Puoti; Utz; EMERITUS; false
GI-131836; 1988-02-10; Hegner; Jaber; STUDENT; false
